fname,label
HIP86032_57502.36503_96220446,1
HIP85582_57502.34912_113640420,2
HIP86032_57502.35747_106077076_OFF,1
HIP85365_57502.30947_112779832,0
HIP86032_57502.36503_174752833_OFF,3
HIP85365_57502.30947_106294119,1
HIP86032_57502.35747_106263290_OFF,1
HIP86032_57502.35747_112830160_OFF,0
HIP86032_57502.35747_112939254,2
HIP85582_57502.34127_112845132_OFF,0
HIP85582_57502.34127_112842224,0
HIP85365_57502.32461_112067666_OFF,0
HIP85365_57502.32461_112267689_OFF,0
HIP86032_57502.35747_112947507_OFF,2
HIP85365_57502.30947_106258508,1
HIP86032_57502.36503_185462272,5
HIP85582_57502.34912_96252433_OFF,1
HIP86032_57502.35747_105948354,1
HIP86032_57502.36503_174685825_OFF,3
HIP85365_57502.30947_112774233,0
HIP85365_57502.30947_106297299_OFF,1
HIP85582_57502.34912_96262660,1
HIP85365_57502.31704_88527656,6
HIP86032_57502.36503_123003837_OFF,0
HIP85365_57502.32461_112299185,0
HIP86032_57502.36503_96189405,1
HIP85582_57502.34912_174956411_OFF,1
HIP85582_57502.34912_122361390_OFF,0
HIP86032_57502.36503_105887809,1
HIP86032_57502.35747_106252709,1
HIP85582_57502.34127_112847070,0
HIP85582_57502.34912_96254901_OFF,1
HIP85365_57502.30947_106300482,1
HIP85582_57502.34912_112249808,0
HIP86032_57502.35747_106271401,1
HIP85365_57502.30947_106267680,1
HIP86032_57502.36503_96176719_OFF,1
HIP86032_57502.36503_114327016,2
HIP85365_57502.31704_112242117_OFF,0
HIP85365_57502.31704_106353177_OFF,1
HIP86032_57502.36503_175624878_OFF,3
HIP86032_57502.35747_97371387_OFF,1
HIP85365_57502.32461_116351939_OFF,0
HIP85365_57502.30947_106133312_OFF,1
HIP86032_57502.36503_65432759_OFF,0
HIP86032_57502.36503_96249704_OFF,1
HIP85365_57502.30947_106324810_OFF,1
HIP85365_57502.30947_106648554_OFF,1
HIP86032_57502.36503_174804323_OFF,3
HIP86032_57502.36503_175634052_OFF,3
HIP85582_57502.34912_106642577,1
HIP85365_57502.31704_112067670,0
HIP85582_57502.34127_105944500,1
HIP85582_57502.34912_113643758_OFF,2
HIP85365_57502.32461_116354275_OFF,0
HIP85365_57502.30947_106288848,1
HIP85582_57502.34912_175213310_OFF,1
HIP85365_57502.31704_106294246_OFF,1
HIP86032_57502.35747_123104197_OFF,0
HIP85365_57502.30947_106299773_OFF,1
HIP86032_57502.36503_174800796,3
HIP86032_57502.36503_122923298_OFF,0
HIP86032_57502.35747_96232192_OFF,1
HIP85365_57502.30947_105972491,1
HIP86032_57502.36503_174563096,3
HIP85582_57502.34127_105930097_OFF,1
HIP85582_57502.34912_106756491,1
HIP86032_57502.36503_174677714,3
HIP86032_57502.36503_175619236,1
HIP86032_57502.36503_174595542,3
HIP86032_57502.36503_105932245_OFF,1
HIP85365_57502.30947_106146708,1
HIP85365_57502.31704_111594525_OFF,2
HIP85365_57502.30947_106155172_OFF,1
HIP85582_57502.34912_96243616_OFF,1
HIP85365_57502.30947_112781878,0
HIP86032_57502.35747_106273870,1
HIP85365_57502.32461_112539394_OFF,2
HIP85582_57502.34912_112994498_OFF,2
HIP85365_57502.30947_106186202_OFF,1
HIP85582_57502.34127_112844324,0
HIP85365_57502.31704_91937239,6
HIP86032_57502.36503_105946702_OFF,1
HIP85365_57502.30947_112826242,0
HIP86032_57502.35747_106022059,1
HIP86032_57502.36503_123051759_OFF,0
HIP85365_57502.32461_116139237,0
HIP85365_57502.30947_112863499_OFF,0
HIP86032_57502.36503_96153438_OFF,1
HIP86032_57502.36503_114329584,2
HIP85365_57502.30947_106284950_OFF,1
HIP85582_57502.34127_105837722,1
HIP85582_57502.34912_113625014,2
HIP85365_57502.30947_106257447,1
HIP85365_57502.30947_106005992_OFF,1
HIP85365_57502.30947_106162931,1
HIP85365_57502.32461_112557141,2
HIP86032_57502.36503_96246196_OFF,1
HIP86032_57502.36503_113634770,2
HIP86032_57502.35747_112569914_OFF,2
HIP85582_57502.34912_174988856_OFF,1
HIP85365_57502.32461_116319302_OFF,0
HIP86032_57502.36503_174789158,3
HIP86032_57502.35747_112536564,2
HIP86032_57502.36503_174840648,3
HIP85365_57502.30947_107427180,1
HIP85365_57502.32461_112053829,0
HIP86032_57502.36503_114383762_OFF,2
HIP85365_57502.32461_116277127_OFF,0
HIP85365_57502.30947_105958062_OFF,1
HIP85365_57502.30947_106212305,1
HIP85582_57502.34912_114324453,2
HIP86032_57502.36503_174833595_OFF,3
HIP86032_57502.36503_113644524_OFF,2
HIP85365_57502.32461_112022818,0
HIP86032_57502.36503_96179536,1
HIP85365_57502.31704_112067293_OFF,0
HIP86032_57502.36503_114351600,2
HIP85365_57502.30947_106315985,1
HIP85365_57502.30947_106336109,1
HIP86032_57502.36503_174811024,3
HIP85582_57502.34127_105895648,1
HIP86032_57502.35747_96209621_OFF,1
HIP85582_57502.34912_121434040_OFF,2
HIP86032_57502.36503_96163666,1
HIP85582_57502.34127_105839397_OFF,1
HIP85365_57502.30947_112938836,2
HIP85365_57502.30947_105920312,1
HIP85582_57502.34912_113593425_OFF,2
HIP85365_57502.31704_88557604_OFF,6
HIP85365_57502.30947_112853054_OFF,0
HIP85582_57502.34912_106477171_OFF,1
HIP86032_57502.35747_106084477_OFF,1
HIP86032_57502.36503_114337030,2
HIP85582_57502.34127_105911692,1
HIP85582_57502.34912_121447133,0
HIP85365_57502.30947_106337859,1
HIP86032_57502.35747_112979860_OFF,2
HIP86032_57502.35747_106241071,1
HIP85582_57502.34912_114367320,2
HIP85365_57502.30947_106142476,1
HIP85582_57502.34912_174969107_OFF,1
HIP85582_57502.34912_96265843,1
HIP85365_57502.30947_107440190_OFF,1
HIP86032_57502.36503_174773993_OFF,3
HIP85365_57502.32461_112521193_OFF,4
HIP85365_57502.31704_68786081,0
HIP85582_57502.34912_96264403_OFF,1
HIP86032_57502.35747_112588339_OFF,2
HIP86032_57502.35747_106243893,1
HIP85582_57502.34912_115779523_OFF,0
HIP86032_57502.35747_106189587_OFF,1
HIP85365_57502.31704_88187379,6
HIP85365_57502.31704_90454959_OFF,6
HIP86032_57502.36503_90564660,6
HIP86032_57502.36503_114321111,2
HIP86032_57502.36503_174682652_OFF,3
HIP85365_57502.30947_111595824_OFF,2
HIP86032_57502.35747_105946237,1
HIP86032_57502.37260_106067289_OFF,1
HIP85582_57502.34127_112851646,0
HIP85365_57502.31704_106333075_OFF,1
HIP85365_57502.30947_106124137_OFF,1
HIP86032_57502.35747_123121964,0
HIP86032_57502.36503_114342103_OFF,2
HIP86032_57502.36503_174651264_OFF,3
HIP85365_57502.32461_116285053_OFF,0
HIP85365_57502.31704_95993147_OFF,1
HIP86032_57502.36503_96193643,1
HIP86032_57502.35747_112597349,2
HIP85365_57502.32461_112331166,0
HIP86032_57502.36503_174586725_OFF,3
HIP86032_57502.36503_65416299_OFF,0
HIP86032_57502.36503_123093641_OFF,0
HIP85582_57502.34912_113004469_OFF,2
HIP85365_57502.30947_112258217_OFF,0
HIP85582_57502.34912_174914090_OFF,1
HIP85582_57502.34912_174954647,3
HIP85582_57502.34912_106737095_OFF,1
HIP86032_57502.36503_113640416,2
HIP85582_57502.34912_106460600,1
HIP85582_57502.34912_174989914,3
HIP85582_57502.34912_122283841_OFF,2
HIP85582_57502.34912_113653680_OFF,2
HIP85582_57502.34912_112252408_OFF,0
HIP86032_57502.36503_65430121,0
HIP85365_57502.30947_106387577_OFF,1
HIP86032_57502.36503_96139698,1
HIP85582_57502.34912_123009233,0
HIP85365_57502.30947_105972847,1
HIP85582_57502.34912_174907037,3
HIP86032_57502.37260_106073283,1
HIP85582_57502.34912_113002247_OFF,2
HIP85582_57502.34912_112254061_OFF,0
HIP85582_57502.34912_174929608,3
HIP85582_57502.34127_105963887_OFF,1
HIP85365_57502.32461_112274850,0
HIP86032_57502.35747_112572538,2
HIP85365_57502.32461_112311999_OFF,0
HIP85365_57502.30947_106301917_OFF,1
HIP85582_57502.34912_113640723_OFF,2
HIP85582_57502.34127_112763726_OFF,0
HIP85365_57502.31704_106361635,1
HIP85582_57502.34912_174953237,3
HIP85365_57502.30947_112540198_OFF,2
HIP85365_57502.31704_106351761,1
HIP85582_57502.34127_105970302,1
HIP85365_57502.31704_106300976_OFF,1
HIP85365_57502.30947_106301531,1
HIP86032_57502.36503_122902300,0
HIP85365_57502.32461_112305646_OFF,0
HIP85365_57502.31704_89626268_OFF,6
HIP86032_57502.35747_112345856,0
HIP85365_57502.31704_89627084,6
HIP85365_57502.32461_112229032,0
HIP86032_57502.36503_96245133,1
HIP86032_57502.35747_96226549_OFF,1
HIP86032_57502.35747_106056624,1
HIP86032_57502.37260_106080691,1
HIP85365_57502.30947_106211247,1
HIP85582_57502.34912_112315869_OFF,0
HIP85365_57502.30947_106270843_OFF,1
HIP85365_57502.30947_112823819,0
HIP85582_57502.34912_174960290_OFF,1
HIP86032_57502.36503_175614651,3
HIP85582_57502.34912_106475053,1
HIP85365_57502.32461_116300800,0
HIP85365_57502.30947_106292025,1
HIP85582_57502.34127_112854392,0
HIP86032_57502.36503_105925192_OFF,1
HIP85365_57502.31704_112262792_OFF,0
HIP86032_57502.36503_96217981,1
HIP85365_57502.32461_112241792_OFF,0
HIP85365_57502.30947_112312272,0
HIP86032_57502.35747_97510366_OFF,4
HIP85582_57502.34912_113646958_OFF,2
HIP86032_57502.36503_114344477_OFF,2
HIP85365_57502.32461_116179080,0
HIP86032_57502.35747_106256584,1
HIP86032_57502.36503_174562748_OFF,3
HIP86032_57502.36503_174769761_OFF,3
HIP86032_57502.36503_174705575,3
HIP85365_57502.30947_105990830_OFF,1
HIP86032_57502.36503_96269122_OFF,1
HIP85582_57502.34912_175014954,3
HIP86032_57502.35747_106078138_OFF,1
HIP86032_57502.36503_174582493_OFF,3
HIP85365_57502.30947_112843686,0
HIP85582_57502.34127_105893792_OFF,1
HIP86032_57502.37260_106025945,1
HIP85365_57502.30947_105918180,1
HIP85365_57502.30947_106159081,1
HIP85365_57502.30947_112304950_OFF,0
HIP85365_57502.30947_112838302_OFF,0
HIP85365_57502.32461_112246153,0
HIP85365_57502.30947_106020121,1
HIP85365_57502.31704_112281366_OFF,0
HIP85365_57502.30947_106645744,1
HIP86032_57502.35747_123071140_OFF,0
HIP85365_57502.30947_106163642_OFF,1
HIP86032_57502.35747_112832098_OFF,0
HIP85582_57502.34127_112861391,0
HIP86032_57502.36503_174857225_OFF,3
HIP85365_57502.31704_112276090_OFF,0
HIP85365_57502.30947_112552253,2
HIP86032_57502.35747_112601247,2
HIP85582_57502.34127_105887625_OFF,1
HIP85365_57502.32461_112543275_OFF,2
HIP86032_57502.35747_106083779,1
HIP85582_57502.34912_114355779_OFF,2
HIP86032_57502.35747_153241962_OFF,0
HIP86032_57502.35747_112927074_OFF,2
HIP86032_57502.35747_2583040,5
HIP85365_57502.32461_112560166,2
HIP85365_57502.32461_112341019_OFF,0
HIP86032_57502.36503_113652227,2
HIP86032_57502.35747_106042521,1
HIP86032_57502.36503_114381965,2
HIP85582_57502.34912_114344481_OFF,2
HIP86032_57502.36503_96263119,1
HIP85365_57502.32461_116177383,0
HIP86032_57502.35747_112852665,0
HIP85582_57502.34127_105946253,1
HIP85365_57502.30947_111605994_OFF,4
HIP85365_57502.32461_116296978,0
HIP85582_57502.34127_112838671,0
HIP85582_57502.34127_112753981_OFF,0
HIP86032_57502.36503_174850523_OFF,3
HIP86032_57502.36503_105956932,1
HIP86032_57502.35747_106244598_OFF,1
HIP86032_57502.36503_96257124,1
HIP85365_57502.30947_112794100_OFF,0
HIP85582_57502.34912_114374523,2
HIP85582_57502.34912_106451421_OFF,1
HIP85582_57502.34912_121450492_OFF,2
HIP85365_57502.30947_112238458_OFF,0
HIP85582_57502.34912_114378618_OFF,2
HIP86032_57502.35747_106243535_OFF,1
HIP85582_57502.34912_113643758,2
HIP86032_57502.35747_112538345_OFF,2
HIP86032_57502.36503_122932774_OFF,0
HIP85365_57502.30947_106008819,1
HIP86032_57502.35747_106223079,1
HIP86032_57502.36503_65427477,0
HIP85365_57502.31704_89555856_OFF,6
HIP85582_57502.34912_96247478_OFF,1
HIP86032_57502.35747_106223079_OFF,1
HIP86032_57502.36503_123083196_OFF,0
HIP86032_57502.35747_105960693_OFF,1
HIP85365_57502.30947_112845140,0
HIP85365_57502.31704_68776011,4
HIP86032_57502.35747_123128748_OFF,0
HIP86032_57502.35747_106225907,1
HIP85365_57502.32461_112309630_OFF,0
HIP85365_57502.32461_112233070_OFF,0
HIP85365_57502.30947_112010388,0
HIP85365_57502.30947_105991527_OFF,1
HIP85582_57502.34912_113650849,2
HIP85582_57502.34912_122934504_OFF,0
HIP86032_57502.36503_174670661_OFF,3
HIP86032_57502.35747_112335034,0
HIP86032_57502.36503_174614233,3
HIP86032_57502.35747_112937111_OFF,2
HIP86032_57502.36503_123009118,0
HIP85582_57502.34912_122981770_OFF,0
HIP85365_57502.30947_106164336_OFF,1
HIP85365_57502.30947_112815797,0
HIP86032_57502.35747_112330727_OFF,0
HIP86032_57502.36503_96155548,1
HIP85582_57502.34127_112786877,0
HIP85582_57502.34912_121421904,0
HIP85582_57502.34912_114355522,2
HIP85365_57502.30947_106197854,1
HIP86032_57502.35747_112323620,0
HIP86032_57502.36503_114380938,2
HIP86032_57502.36503_174798328,3
HIP86032_57502.36503_96175304_OFF,1
HIP85582_57502.34912_174952531_OFF,1
HIP85365_57502.30947_105968289,1
HIP86032_57502.35747_106236838_OFF,1
HIP85582_57502.34912_113589066,2
HIP86032_57502.36503_174739079,3
HIP85365_57502.30947_112335531_OFF,0
HIP86032_57502.37260_106078576_OFF,1
HIP86032_57502.35747_112827468,0
HIP86032_57502.35747_105953650,1
HIP86032_57502.35747_106200514,1
HIP86032_57502.35747_112336380,0
HIP85365_57502.31704_106312259,1
HIP86032_57502.36503_174711923,3
HIP85582_57502.34912_112262783,0
HIP86032_57502.36503_122980475_OFF,0
HIP86032_57502.35747_123051224,0
HIP85365_57502.32461_116154596,0
HIP85582_57502.34912_174912327_OFF,1
HIP86032_57502.35747_123099675,0
HIP85365_57502.32461_116355015,5
HIP86032_57502.36503_174676656_OFF,3
HIP85365_57502.31704_112043980,0
HIP86032_57502.36503_174832184,3
HIP85582_57502.34912_113590093_OFF,4
HIP86032_57502.36503_174774346_OFF,3
HIP85365_57502.30947_105967551,1
HIP85582_57502.34912_121428380,2
HIP86032_57502.35747_25313792,5
HIP86032_57502.35747_123975033,0
HIP86032_57502.36503_89273144_OFF,5
HIP85582_57502.34127_112838294_OFF,0
HIP85365_57502.30947_112551453,2
HIP86032_57502.36503_174719682_OFF,3
HIP85582_57502.34912_174971223_OFF,1
HIP86032_57502.36503_174659728,3
HIP86032_57502.35747_106025942,1
HIP86032_57502.36503_96215509_OFF,1
HIP85365_57502.32461_116351163_OFF,0
HIP85365_57502.30947_106330472,1
HIP85365_57502.30947_112930060,2
HIP86032_57502.36503_174765529,3
HIP85365_57502.30947_106389379_OFF,1
HIP86032_57502.35747_112572281_OFF,2
HIP85582_57502.34912_113623473,2
HIP85365_57502.30947_106345615_OFF,1
HIP85365_57502.31704_68761982_OFF,0
HIP85582_57502.34912_121468293,0
HIP86032_57502.35747_105968099_OFF,1
HIP85582_57502.34912_114360144,2
HIP85582_57502.34912_114319574,2
HIP86032_57502.35747_123102044_OFF,0
HIP85365_57502.30947_112318356_OFF,0
HIP85365_57502.30947_106405916,1
HIP85365_57502.30947_106181636_OFF,1
HIP85365_57502.30947_105962266_OFF,1
HIP86032_57502.35747_105947295,1
HIP85365_57502.30947_106262746,1
HIP85365_57502.31704_112019214,0
HIP85365_57502.30947_106201022,1
HIP85582_57502.34912_121464114,0
HIP85582_57502.34127_112808790,0
HIP86032_57502.36503_174850170_OFF,3
HIP85365_57502.30947_112790331_OFF,0
HIP85365_57502.30947_106375595,1
HIP85582_57502.34127_112749243,0
HIP86032_57502.35747_106219911,1
HIP85365_57502.32461_112261928_OFF,0
HIP85365_57502.30947_112823550_OFF,0
HIP86032_57502.36503_123082442,0
HIP85582_57502.34912_113613459_OFF,0
HIP85365_57502.31704_106376101_OFF,1
HIP86032_57502.35747_106040755_OFF,1
HIP86032_57502.35747_106189229_OFF,1
HIP86032_57502.35747_112335572,0
HIP86032_57502.36503_123025695,0
HIP85582_57502.34127_105897762_OFF,1
HIP85582_57502.34127_105921217_OFF,1
HIP86032_57502.35747_106202983,1
HIP86032_57502.36503_174826189,3
HIP85365_57502.30947_106129079_OFF,1
HIP85365_57502.31704_90570643,6
HIP85582_57502.34912_112301440_OFF,0
HIP85365_57502.31704_112298541,0
HIP86032_57502.35747_105907445_OFF,1
HIP85582_57502.34912_112245393,0
HIP85582_57502.34912_111591975,2
HIP85365_57502.31704_111595822_OFF,2
HIP85365_57502.31704_112316685,0
HIP86032_57502.36503_105950597_OFF,1
HIP85582_57502.34127_105972352,1
HIP85582_57502.34127_105837722_OFF,1
HIP86032_57502.36503_114335233_OFF,2
HIP86032_57502.36503_88520434_OFF,5
HIP85365_57502.32461_112310061,0
HIP86032_57502.35747_123073724,0
HIP86032_57502.36503_123003837,0
HIP85582_57502.34912_112271936,0
HIP85582_57502.34912_106695502,1
HIP85365_57502.30947_106407013,1
HIP85582_57502.34912_174957821_OFF,1
HIP86032_57502.35747_68708864,5
HIP85365_57502.30947_106138630_OFF,1
HIP86032_57502.35747_123605677,2
HIP85582_57502.34127_112752743_OFF,0
HIP86032_57502.36503_88664800,6
HIP86032_57502.36503_96179184,1
HIP85582_57502.34912_113648890_OFF,2
HIP85365_57502.30947_106227464_OFF,1
HIP85365_57502.31704_112298918_OFF,0
HIP85365_57502.30947_112840348,0
HIP85582_57502.34912_112946683,2
HIP85365_57502.32461_112551449,2
HIP86032_57502.36503_114363734,2
HIP85582_57502.34127_105850151,1
HIP85582_57502.34912_174940540_OFF,1
HIP86032_57502.36503_123078028_OFF,0
HIP86032_57502.36503_96245133_OFF,1
HIP85365_57502.31704_68764025,2
HIP86032_57502.36503_174569091_OFF,3
HIP85365_57502.32461_112552249,2
HIP86032_57502.35747_106023473,1
HIP86032_57502.36503_174698522_OFF,3
HIP85365_57502.30947_112791031,0
HIP85582_57502.34127_105969883,1
HIP85365_57502.31704_88528672,6
HIP86032_57502.36503_65399839,0
HIP86032_57502.36503_96196112,1
HIP86032_57502.36503_105938946_OFF,1
HIP85582_57502.34912_106585798_OFF,1
HIP86032_57502.36503_174687589_OFF,3
HIP85582_57502.34912_115776834_OFF,0
HIP86032_57502.36503_174750717,3
HIP86032_57502.36503_123017727,0
HIP86032_57502.35747_112343487_OFF,0
HIP85365_57502.32461_112336173,0
HIP86032_57502.35747_112329381_OFF,0
HIP85582_57502.34912_112997579,2
HIP85582_57502.34912_175013543,3
HIP85365_57502.32461_112057975_OFF,0
HIP86032_57502.35747_106198044_OFF,1
HIP85365_57502.30947_106014109,1
HIP85582_57502.34912_112272259,0
HIP85365_57502.32461_112039831,0
HIP85582_57502.34912_114348076,2
HIP85365_57502.32461_116155019,0
HIP86032_57502.36503_174832889_OFF,3
HIP85365_57502.32461_112233770_OFF,0
HIP85365_57502.30947_106206662,1
HIP86032_57502.36503_175624878,3
HIP85582_57502.34912_113617311_OFF,2
HIP85582_57502.34912_114318547_OFF,2
HIP86032_57502.35747_106017831,1
HIP85365_57502.30947_105906572_OFF,1
HIP86032_57502.35747_112847981,0
HIP86032_57502.35747_123063392,0
HIP85582_57502.34127_112842978_OFF,0
HIP86032_57502.35747_106073541_OFF,1
HIP85582_57502.34912_115612500_OFF,2
HIP86032_57502.35747_97377030_OFF,1
HIP85582_57502.34127_112755058,0
HIP85365_57502.30947_106188326_OFF,1
HIP85365_57502.30947_107427180_OFF,1
HIP85582_57502.34127_105806156_OFF,3
HIP85365_57502.30947_106331169,1
HIP85582_57502.34912_114376067,2
HIP86032_57502.36503_174700990,3
HIP85365_57502.31704_90451735_OFF,4
HIP86032_57502.36503_174806792,3
HIP85365_57502.30947_105903751_OFF,1
HIP86032_57502.36503_96229968_OFF,1
HIP86032_57502.35747_112933898,2
HIP85365_57502.30947_105965804,1
HIP86032_57502.35747_112959832_OFF,2
HIP85365_57502.30947_112314587,0
HIP86032_57502.36503_122958934,0
HIP85365_57502.30947_106228190,1
HIP86032_57502.36503_175632284,3
HIP85365_57502.30947_112820912_OFF,0
HIP85365_57502.30947_101120086_OFF,4
HIP86032_57502.35747_123133055_OFF,0
HIP85365_57502.30947_106224296,1
HIP85365_57502.32461_116176748,0
HIP85365_57502.30947_106245125,1
HIP85582_57502.34127_112770133,0
HIP85365_57502.31704_112268714_OFF,0
HIP86032_57502.36503_174614586_OFF,3
HIP85365_57502.30947_106225701,1
HIP86032_57502.36503_174727793,3
HIP86032_57502.37260_106056628,1
HIP85582_57502.34912_174942304,1
HIP86032_57502.36503_96231379_OFF,1
HIP86032_57502.36503_174597305_OFF,3
HIP85365_57502.32461_112284810_OFF,0
HIP86032_57502.35747_112968055_OFF,2
HIP85582_57502.34912_122355522,0
HIP85582_57502.34912_112308547_OFF,0
HIP86032_57502.36503_174724619,3
HIP85582_57502.34127_105908871_OFF,1
HIP85582_57502.34912_122911676_OFF,0
HIP86032_57502.36503_96152380_OFF,1
HIP85365_57502.30947_111590784,2
HIP86032_57502.36503_174766940,3
HIP85365_57502.30947_106217614_OFF,1
HIP85582_57502.34127_105738882_OFF,1
HIP85365_57502.30947_106275075,1
HIP85582_57502.34912_121438995,0
HIP85365_57502.30947_106356581_OFF,1
HIP85582_57502.34912_112293041,0
HIP85365_57502.31704_106361635_OFF,1
HIP86032_57502.36503_174654791_OFF,3
HIP85365_57502.30947_105654412,1
HIP86032_57502.35747_112936209_OFF,2
HIP86032_57502.36503_174626577,3
HIP85582_57502.34912_112278720,0
HIP86032_57502.36503_174781752,3
HIP86032_57502.35747_105906739_OFF,1
HIP85365_57502.30947_112280668,0
HIP86032_57502.35747_123127671,0
HIP86032_57502.35747_112963387,2
HIP85365_57502.30947_112945314,2
HIP85365_57502.30947_112548671,2
HIP85582_57502.34912_114388132_OFF,4
HIP85365_57502.32461_116019153,0
HIP86032_57502.36503_123034633,0
HIP86032_57502.36503_174782105_OFF,3
HIP85365_57502.31704_112054856,0
HIP85582_57502.34912_96257370_OFF,1
HIP86032_57502.35747_112549442,2
HIP85365_57502.32461_112535832,2
HIP86032_57502.36503_114313151,2
HIP85582_57502.34912_112244693,0
HIP86032_57502.36503_123000176_OFF,0
HIP85365_57502.31704_106325316_OFF,1
HIP86032_57502.36503_174823367,3
HIP85365_57502.30947_106223249_OFF,1
HIP86032_57502.36503_174635393_OFF,3
HIP85365_57502.30947_106232049,1
HIP85582_57502.33334_97422736,1
HIP85365_57502.30947_106335773_OFF,1
HIP86032_57502.35747_105976568,1
HIP86032_57502.36503_174635746_OFF,3
HIP86032_57502.36503_123096876_OFF,0
HIP85365_57502.30947_112834372,0
HIP85582_57502.34127_112788869,0
HIP86032_57502.35747_112949561_OFF,4
HIP85582_57502.34912_96240432,1
HIP85365_57502.30947_106397844,1
HIP85582_57502.34912_114351157_OFF,2
HIP85365_57502.31704_106310151_OFF,1
HIP85365_57502.31704_88732797_OFF,6
HIP85365_57502.30947_112317602_OFF,0
HIP85365_57502.30947_106211594,1
HIP85582_57502.34912_96237621,1
HIP85582_57502.34912_122282845,2
HIP85582_57502.34127_105794872_OFF,1
HIP85582_57502.34912_113649239_OFF,2
HIP86032_57502.35747_112599334_OFF,2
HIP86032_57502.36503_96277579_OFF,1
HIP85582_57502.34127_105822907,1
HIP86032_57502.36503_96219388,1
HIP85365_57502.30947_112323363,0
HIP86032_57502.37260_106022066,1
HIP86032_57502.36503_96218339,1
HIP85365_57502.30947_106311400_OFF,1
HIP85365_57502.30947_112839433,0
HIP86032_57502.36503_96244428_OFF,1
HIP86032_57502.35747_106214260_OFF,1
HIP85582_57502.34127_105828642,1
HIP85365_57502.30947_112923650_OFF,2
HIP86032_57502.35747_105994190_OFF,1
HIP85582_57502.34912_175004374_OFF,1
HIP86032_57502.35747_123103556_OFF,0
HIP85365_57502.32461_116301082,0
HIP86032_57502.35747_106070726_OFF,1
HIP85365_57502.31704_88247998,6
HIP85582_57502.34912_121416984_OFF,5
HIP86032_57502.35747_106006192,1
HIP85365_57502.31704_88426421,6
HIP85365_57502.32461_112270381_OFF,0
HIP86032_57502.36503_68767771,2
HIP85365_57502.32461_112560992_OFF,2
HIP85582_57502.34912_121466098,0
HIP85582_57502.34127_105937520,1
HIP86032_57502.35747_112982141,2
HIP86032_57502.35747_97363621_OFF,1
HIP85365_57502.30947_105945719_OFF,1
HIP86032_57502.35747_105966685_OFF,1
HIP85582_57502.34912_115602378,2
HIP86032_57502.36503_114326486_OFF,2
HIP86032_57502.35747_123118196,0
HIP86032_57502.36503_90139610,6
HIP85582_57502.34912_112990959,2
HIP85365_57502.31704_90419188,6
HIP86032_57502.36503_174615997,3
HIP86032_57502.36503_105954111_OFF,1
HIP85582_57502.34127_105883038,1
HIP86032_57502.36503_175628052,3
HIP85365_57502.30947_106235242_OFF,1
HIP86032_57502.36503_105682195,1
HIP86032_57502.35747_123104633_OFF,0
HIP85582_57502.34127_112812989,0
HIP85365_57502.31704_112236787_OFF,0
HIP85365_57502.31704_112303279,0
HIP85582_57502.34912_114349873_OFF,2
HIP86032_57502.35747_106264349,1
HIP86032_57502.36503_105924487_OFF,1
HIP85365_57502.30947_112294562,0
HIP86032_57502.35747_96220201_OFF,1
HIP86032_57502.36503_174742606_OFF,3
HIP86032_57502.35747_106032638_OFF,1
HIP85365_57502.30947_106322333_OFF,1
HIP85582_57502.34912_96230899_OFF,1
HIP85365_57502.30947_112539655,2
HIP86032_57502.36503_64192291_OFF,0
HIP86032_57502.36503_96205990_OFF,1
HIP85582_57502.34912_121442072_OFF,2
HIP86032_57502.35747_112575902_OFF,2
HIP86032_57502.36503_174852286_OFF,3
HIP85582_57502.34127_105854738_OFF,1
HIP85365_57502.30947_106236281,1
HIP85582_57502.34912_174966991_OFF,1
HIP86032_57502.35747_112518236,4
HIP86032_57502.36503_174610001,3
HIP86032_57502.36503_174610354_OFF,3
HIP85582_57502.34912_112280389_OFF,0
HIP85365_57502.30947_112839433_OFF,0
HIP86032_57502.35747_105690191,1
HIP86032_57502.36503_174634335,3
HIP85365_57502.31704_112306563,0
HIP85365_57502.31704_68766623_OFF,2
HIP86032_57502.36503_174733083,3
HIP85582_57502.34912_114765449,0
HIP86032_57502.35747_123056285_OFF,0
HIP85365_57502.30947_105995781,1
HIP86032_57502.35747_106277039,1
HIP85582_57502.34912_121417976_OFF,0
HIP85365_57502.30947_112306942,0
HIP86032_57502.35747_112822676_OFF,0
HIP86032_57502.36503_175092834_OFF,4
HIP85582_57502.34912_121473989,0
HIP86032_57502.36503_105947410,1
HIP86032_57502.36503_174804676_OFF,3
HIP86032_57502.36503_96217634_OFF,1
HIP85365_57502.31704_112257192_OFF,0
HIP86032_57502.36503_123071136_OFF,0
HIP85365_57502.30947_106126964_OFF,1
HIP85365_57502.30947_112825542,0
HIP85582_57502.34912_112271936_OFF,0
HIP85582_57502.34127_105968824_OFF,1
HIP85582_57502.34912_112998820,2
HIP85582_57502.34912_115621087,2
HIP85365_57502.31704_90419188_OFF,5
HIP85582_57502.34912_114342940_OFF,2
HIP86032_57502.35747_112572281,2
HIP86032_57502.36503_174817019,3
HIP85582_57502.34912_112261491_OFF,0
HIP86032_57502.36503_174688999_OFF,3
HIP85582_57502.34912_96259113_OFF,1
HIP85365_57502.30947_105961561,1
HIP86032_57502.36503_89211964_OFF,5
HIP86032_57502.36503_174727793_OFF,3
HIP85365_57502.30947_106179154_OFF,1
HIP85365_57502.30947_106322691_OFF,1
HIP85365_57502.31704_111988364,0
